id	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA-19-4065-02A	0	0.0289464330685839	0	0.0772774430603196	0	0.121269984320269	0	0.00697163842453506	0	0	0.0259716758048917	0.0192914328242909	0.225460937382618	0.148734187753238	0.0464573962926402	0.281438513178398	0	0	0	0.00723215187326594	0.0109482060169499	0	0	0.295707969527926	0.966784185063205
TCGA-41-3915-01A	0.024164351869477	0	0.000692174068006147	0.125766455725391	0	0.134505594420542	0.00927598545169515	0.00216970906433491	0	0	0	0.00435221239197285	0	0.0694390570356148	0.04195951469981	0.380762602325919	0	0	0.0663402423487678	0	0	0.140572100598469	0	0.426561010152643	0.903847921760502
TCGA-06-2561-01A	0	0.00438287115409689	0	0.0697679900867045	0	0.134528453388351	0	0.0042033458478863	0	0	0	0.0080138072862184	0.216575981095133	0.0497936915554096	0.0177713846080423	0.350329253732107	0	0.0145217640207353	0.0605037864497896	0	0.00176772870505889	0.0678399420704676	0	0.338310913231841	0.947181253342354
TCGA-19-1787-01B	0.00191917469854534	0.00628324225364709	0.00093660758852526	0.0352596148823937	0	0.207519255956307	0.00766959882566376	0.0411710283466429	0.000687908691349789	0	0	0.00361655772064643	0.0209964294037519	0.103650959825144	0.0667607243590894	0.417691135937948	0	0	0.0533479394846033	0	0	0.0324898220257424	0	0.338464116034722	0.947026941605345
TCGA-27-1830-01A	0	0.015621550300703	0.00239015548436935	0.0563508031410321	0	0.114579278435473	0	0.0932515828119086	0	0	0.00686075034800545	0.0228422695981819	0.13326294272197	0.048983754271756	0.0239847681485184	0.238023350254351	0	0.00180789552279692	0	0.104234947924691	0.0679340712037949	0.0698718798324485	0	0.35188984221766	0.937750608646808
TCGA-28-1747-01C	0.0218831323817805	0	0	0.010976600092664	0	0.250105138541205	0	0.0206556140517777	0	0	0	0.0479554028886785	0.257724962499395	0	0.0702660769988869	0.280259057717419	0	0.0163443666498908	0.0116394910228389	0	0.00216924696555282	0.0100209101899111	0	0.31575607871099	0.955494528319631
TCGA-14-1034-02B	0	0.0419706953529821	0	0	0	0.184941321573762	0	0.0231016049899584	0	0.000550977984436113	0.0443233964096674	0	0.266539812091445	0.0530920873040575	0.0562203353047668	0.279125676888793	0	0	0	0	0.017136235435001	0.0329978566651312	0.14	0.117641632942535	1.04320970745211
TCGA-28-2499-01A	0	0.0349333756244219	0	0	0	0.188504245697612	0	0.0383937688922688	0	0.0024769130965108	0	0.0134136257534737	0.193960493248467	0	0.0743022268059763	0.361800193653219	0	0.00252216372817745	0.0190488355063948	0	0.0322609904272923	0.038383167566186	0	0.249911975808264	0.985292219711269
TCGA-06-2567-01A	0	0.0194450056595953	0	0	0.0129997476864826	0.119228580831826	0	0.0114926212237417	0	0	0.107768166446489	0.0477262479862311	0.193792809178601	0	0.0489536584904895	0.300828274384336	0	0	0	0.0257488968290144	0	0.112015991283193	0	0.394346249913405	0.920487116165829
TCGA-06-0686-01A	0	0.035608559501244	0	0.00672608054489305	0	0.0701873123236718	0	0.0487396369267025	0	0	0.0244837265967428	0.0187662215871307	0.149843624549994	0.119746937193097	0.0622513952334215	0.378618336975703	0	0	0	0.0141130619652477	0.0521707087300852	0.0187443978720668	0	0.357461400275397	0.938926313161216
TCGA-27-2528-01A	0.0140178614944293	0	0	0.00638946183055628	0	0.131670340746696	0	0.0390179310144076	0	0	0	0.00861565239917719	0.155118548279713	0.146268884648085	0.0581543261613925	0.382679315030409	0	0	0	0.054474502928649	0	0.0035931754664843	0	0.252755993568653	0.991943288588231
TCGA-06-0184-01A	0	0.00118880585900533	0	0	0	0.128133301777114	0	0.0103973872205976	0	0	0	0.0541815902826461	0.23932449359841	0.0799971532303764	0.0105084231278525	0.343659304465135	0	0.00739441089723789	0.0287407731481957	0	0	0.0964743563934293	0	0.392965609863962	0.923431218832556
TCGA-06-0744-01A	0	0.012783144467946	0.0153354677024131	0.0246386862339404	0	0.132713075577354	0	0.0187918339237439	0	0	0	0.0549835698148333	0.271666221570348	0	0.064745986422348	0.373291864654693	0	0	0	0	0	0.0310501496323799	0	0.248034951515352	0.991552867226122
TCGA-06-0171-02A	0.0217085425927575	0	0	0.0764620083678736	0	0.18506483832464	0.0190969348811831	0	0	0	0.0091625560233456	0	0.0850525212261172	0.0729229831075231	0.0383579643636178	0.299563648614272	0	0.0162762610415156	0	0.0409036756741858	0.00283029110358808	0.132597774679381	0	0.558060317747091	0.837014666835208
TCGA-14-0787-01A	0	0.0488588806286307	0	0.0185216632329789	0	0.1456902481326	0.0091646968776987	0	0	0	0.017700303587119	0.00605364725251068	0.263530479000168	0.044664554397579	0.0532208093876933	0.313401811536467	0	0.00232853068231494	0.0304170387453758	0	0.0345220657673748	0.0119252707714896	0	0.313416133098097	0.956863514239733
TCGA-06-0178-01A	0.0197087231076865	0.0235574995416247	0	0.0749071767178553	0	0.0650868291212629	0	0.026124918319016	0	0	0.0186217813470039	0.011910061772379	0.14732444546068	0.0617199292971434	0.0496559900137167	0.321368477499703	0.033452838989491	0	0	0.0537765072464727	0.0409060227746823	0.0518787987912825	0	0.449556212247288	0.892728154361279
TCGA-06-2557-01A	0.00478517047238929	0.0332586870726387	0	0.0687702975824117	0	0.145285334058444	0.00244874595751174	0	0.00358325495919692	0.0200112293353784	0	0.0665336235362382	0.0271666915339917	0	0.104840216699109	0.40253435740922	0	0	0.0598583468360502	0	0.0196978824199928	0.0412261621274283	0	0.441139407261073	0.896594658322116
TCGA-06-0211-02A	0.00439482075504865	0	0.00679484176400686	0.00399285066143024	0	0.152840455473383	0	0.0383128742007531	0	0	0.049793652516902	0	0.0788759989332928	0.0234207103015612	0.0454944382595335	0.427045522386805	0.00512778255506989	0.0236714712024976	0	0.0408431291987383	0	0.0993914517909773	0	0.435047730812782	0.899746267918028
TCGA-06-0210-02A	0.0324656493896873	0	0	0.073024726958247	0	0.141945825979725	0	0.024688180664503	0	0	0	0.014251791107336	0.179468485368415	0.153772545800282	0.0526043057789697	0.26649411602001	0	0	0.0110375780617493	0	0.035579733383338	0.0146670614877373	0	0.424303595274816	0.905077414031041
TCGA-76-4927-01A	0	0.0164008098123519	0	0	0	0.183671376334637	0	0.000687361693844621	0.00378553761172001	0.0159050425570149	0	0.0194978811187287	0.258993896624166	0.109215661418515	0.0841961461518957	0.216295826233109	0	0	0	0	0.0578481388230429	0.0335023216209748	0	0.328945200657833	0.951358072773856
TCGA-06-5858-01A	0.011656142899486	0.00244458250594685	0	0	0	0.135643883764661	0	0.0320453481413251	0	0	0	0.00396560246324945	0.200820738592097	0.108605402541686	0.0520729331055848	0.321954662175033	0	0	0	0.0277760089186858	0.0665447743000853	0.0364699205921597	0	0.357645643627692	0.938663150392146
TCGA-12-3653-01A	0.0164140921778309	0	0	0.0492968436017905	0	0.249792420175363	0	0.0410329281599914	0	0	0	0.0164649957962024	0.182827262369106	0	0.0802941580154727	0.291531337803792	0	0.000859017399469726	0.02918215247027	0	0.00778313563939028	0.0345216563913216	0	0.246528513699578	0.984998446209953
TCGA-12-3650-01A	0	0	0	0.0465863606388098	0	0.0713818627896555	0	0.0106537650710349	0	0.0165974314105072	0	0.0263223532082532	0.11147045067675	0.0811667029325198	0.0639006591068426	0.487076986169074	0.0014047665593493	0	0.0609668349503478	0	0	0.0224718264868561	0	0.309089144892082	0.96575416382653
TCGA-32-2638-01A	0	0.00736337944491618	0.000839688767104134	0	0	0.249103660228731	0	0	0.0122754765356114	0	0	0.0175852872116546	0.224449838138176	0	0.0997821273363027	0.328363851378418	0	0	0	0.0222434033564015	0	0.0379932876026843	0	0.32529791449213	0.953272226714471
TCGA-12-3652-01A	0	0.0175125167888984	0	0.0375164929959498	0	0.273861334990245	0	0.0469326944419281	0	0.0151286740446999	0	0.0498478320175329	0.0232033564254677	0.0383142601805438	0.0855954912013344	0.399876269004927	0	0	0.00878717340058787	0	0	0.00342390450788525	0	0.188668299789328	1.01641655418256
TCGA-26-5134-01A	0	0.00236690731444029	0	0.0732623811168834	0	0.0503428405418599	0	0.00397408109492003	0.00727611478757215	0	0.00760844914183943	0.00741884394844483	0.146552603323485	0.176267664907403	0.101539472478281	0.385524304993133	0	0	0.0137397023963743	0	0.0241266339553635	0	0	0.295238968611224	0.975728820627123
TCGA-27-2524-01A	0	0.0467449694233096	0	0	0	0.0728284151436149	0.0304134669745531	0.0174976416956655	0	0.0109608733756815	0.033967202789379	0	0.113523135063904	0.28621699470408	0.02727517726503	0.178347064949245	0	0	0	0.119528511397375	0.0262556822660744	0.0364408649520877	0	0.352161189821099	0.943910469349774
TCGA-06-5856-01A	0.0246407473717815	0	0	0.0305472482065893	0	0.0942019291976963	0.0113372685232506	0.00317515655233475	0	0	0.0121357494042073	0.0316857806953572	0.176391917662515	0.066155430301512	0.0742223881029595	0.389071738173261	0	0	0.0495914654932419	0	0.00348782337738992	0.0333553569379031	0	0.296765815666194	0.96679459089835
TCGA-06-1804-01A	0.0303433849319673	0	0	0.0220439383233816	0	0.0891410435588701	0	0	0.0165561504210756	0	0	0.0115861837366492	0.193521741026571	0.0255713604188218	0.16415596778342	0.287428030871022	0	0	0	0	0	0.159652198928221	0	0.280453036492355	0.988743549049648
TCGA-26-5136-01B	0.0214458440590093	0.0354356170156264	0	0.0783245671841674	0	0.185475965836743	0.0244435951811661	0	0.000971029189912121	0	0	0.0255093083839884	0.124098450789524	0	0.0772469874780094	0.400037806277102	0	0	0	0.00607846030943219	0.00785219211362549	0.0130801761816944	0	0.377720066984685	0.92678322097783
TCGA-06-0646-01A	0.00962837651414149	0	0	0.00705959499610851	0	0.0884422110796454	0	0.0390348923033619	0	0	0	0.0411554713857456	0.264052264600573	0.0694235978665542	0.0650852506029081	0.19905431958732	0	0	0	0.0587243032960105	0.124291328420876	0.0340483893467545	0	0.376984321253489	0.928097981877049
TCGA-28-5218-01A	0.0254868350958239	0	0.0152938798953653	0.208492801829256	0	0.151744019272888	0.0508122013429837	0.0177326402654507	0.0149816161043547	0	0	0.000424212172343668	0.139162409809913	0.0568904415409166	0.0624256191292561	0.220138229716329	0	0	0.00992632788586374	0	0	0.0264887659392557	0	0.449268402609152	0.893128857362713
TCGA-02-2483-01A	0.00280176458470733	0	0.00935088476818396	0.0350400072958216	0	0.0868756884082927	0	0.0103517507551256	0	0	0	0.0592013970066984	0.152754479597428	0.134179948950645	0.0488287241122855	0.345290512417038	0	0	0	0.00861948704663566	0.0449034036471395	0.0618019514099988	0	0.39215942329184	0.922486884604544
TCGA-06-2562-01A	0	0.0226712281997115	0	0.0116537737492081	0	0.0455352768676327	0	0	0	0	0.0570310235198219	0.00100400319425786	0.297894652486504	0.163166355898218	0.0209025949629064	0.222305532719359	0	0.0150319586492938	0	0.00137107395240866	0.0818176371340876	0.0596148886665906	0	0.332377227405834	0.955732464602114
TCGA-27-1837-01A	0	0.00938821304300165	0.00010348408391544	0	0	0.140676647193778	0	0	0	0	0.000714573497663909	0.0415787720363213	0.264991997559364	0.00465119128097796	0.152167196548027	0.293791155335217	0	0	0.0648928339630955	0	0.0238115636989092	0.00323237175972892	0	0.301923434992401	0.966424630090963
TCGA-06-2559-01A	0	0.0262957056704182	0	0	0	0.140970763462419	0	0.00971582392196232	0	0	0.0502454677056792	0	0.137168751293394	0.0618243954941812	0.0711741986702975	0.405864139998208	0	0	0	0	0.0657306779134258	0.0310100758700149	0	0.27715708641153	0.976038138259846
TCGA-06-0221-02A	0.0782158860681922	0	0	0.0667008783255305	0	0.0556790226066895	0	0.0250072323972363	0	0	0.0243608418172493	0	0.0254729209436864	0.0496434638015676	0.0948106972671229	0.481479859685641	0	0	0.0275036700492135	0	0	0.0711255270378704	0.02	0.15696765892373	1.03437778821505
TCGA-06-0211-01A	0	0	0	0	0	0.134747561975411	0.00278737154609017	0	0.0375421267967204	0	0.0219644181077731	0.0332962199688516	0.053219836508195	0.20190372140484	0.0129049875364648	0.323949928828344	0	0.0453021642343879	0.0142669906679644	0	0	0.118114672424958	0	0.411965586401253	0.913346819960235
TCGA-06-5416-01A	0	0.0123002687566954	0	0.146585354961011	0	0.0654882670307442	0	0.0321130120246321	0	0	0	0.0252174468779999	0.0643553443753544	0.163776036668543	0.0680299948132958	0.298662695002889	0.0546622797647033	0	0	0.0448117180966541	0.0174448139747405	0.00655276765273754	0	0.210494471042396	1.00495812753683
TCGA-06-0238-01A	0.0299763888207008	0	0.00330174877211516	0.0711474884303818	0	0.139001014377769	0	0.0198239090124161	0	0	0	0.0128343952413424	0.0903391259086679	0	0.0640337676647408	0.388021656808874	0	0	0	0.0394753303086351	0.11839814028485	0.0236470343695065	0	0.468545487519305	0.883714743893569
TCGA-14-1034-01A	0	0.0204027781518224	0	0	0	0.206108140895404	0	0	0	0	0.0240831281423677	0.00384831729580318	0.310687910577326	0.0847829358110027	0.0398586750346427	0.21568650437854	0	0	0.0300847953019972	0	0.0221657594597263	0.0422910549513682	0	0.323031708383115	0.954028126102586
TCGA-19-2629-01A	0	0.0192834334910006	0	0.0376213616920767	0	0.13340956021657	0	0.0052963466180672	0	0	0.0061146030058767	0.0288267295935673	0.192129007590437	0	0.082601503100216	0.39431070316186	0	0	0.0335290194441268	0	0.0621245976125562	0.00475313447364506	0	0.328610758113476	0.950455836423527
TCGA-19-2625-01A	2.99370075885974e-05	0	0	0	0	0.125337977314376	0	0.0915543509210881	0	0	0.0310754053702229	0.0198633696892059	0.328786292212098	0.00853820971303769	0.0948649645706086	0.222999796890037	0	0	0	0.00557537459309826	0.0512369979653473	0.020137323753291	0.01	0.174477368776038	1.02261032116072
TCGA-06-5413-01A	0	0.0805038861666336	0	0.102617087365884	0	0.128824095054574	0.000325029625038834	0	0	0	0.0466476548637669	0.00351212238726672	0.0429102252542	0	0.0399904862271794	0.458866737490897	0	0	0.0125297645044106	0	0	0.0832729110601486	0	0.461667039519066	0.886457864430207
TCGA-12-5299-01A	0.00765699756206575	0	0	0	0	0.195845772484821	0	0	0	0	0.0395639749312373	0	0.252145076517932	0.0740316419301162	0.0723827786292909	0.229106263564721	0	0.0263135590327846	0.000101456025086429	0	0.0591330460234963	0.0437194332984483	0	0.290323503587027	0.968147913138396
TCGA-06-0882-01A	0	0.00992903824874244	0	0	0	0.190517219009022	0	0	0	0	0	0.0192492335281018	0.285232312017386	0.0324252882243357	0.0560255752553256	0.277073544168879	0	0	0	0	0.103471130921504	0.0260766586267026	0	0.366068107165798	0.934049324472489
TCGA-06-0130-01A	0.0201432070806931	0	0	0.14370538202896	0	0.03077084243928	0.0013230353528151	0.0268074176190729	0.00359162777106566	0.0665417286620117	0	0.0821260956104875	0.0652197936521152	0.041025617673523	0.0976527029273036	0.387765702397664	0.000296238873482475	0	0	0	0	0.0330306079115254	0	0.555739342208965	0.83493635245009
TCGA-76-4925-01A	0.00396577489582369	0	0	0	0	0.0903969036902462	0	0.0130454691903569	0.000543660590924821	0	0.0181146463830848	0	0.185793364027075	0.136695021994559	0.0613133302397821	0.340855294370167	0	0	0	0.0492476732260879	0.0369756183223263	0.0630532430695668	0	0.232215458412499	1.00460972072433
TCGA-06-5418-01A	0	0.0258630075709504	0	0	0	0.102094375596762	0	0.0474996629060619	0	0	0.000564828237691634	0.0310758099990942	0.245385419401011	0.166378673177735	0.0544693973687948	0.235031599732865	0	0	0	0	0.0287497492079503	0.0628874768010844	0	0.348147264610171	0.9446193026061
TCGA-06-0190-01A	0	0.00288034419405379	0	0	0	0.202830785536237	0	0.0602380495391842	0	0.023905524496371	0	0.00657705885965237	0.0925009448216378	0.121481798762034	0.0349618633053433	0.260647316959991	0.00271373392035962	0	0	0.0626091062995017	0	0.128653473305634	0	0.426450684230154	0.904119976390642
TCGA-27-1835-01A	0	0	0.00207675705483082	0.0480398434108691	0	0.212226797624589	0	0.034312322185939	0.0064447567954861	0	0	0.0980510545962308	0	0.0500484576752363	0.105256553102512	0.380057080165629	0	0	0.0496333978539199	0	0	0.0138529795347585	0.0600000000000001	0.138442829852763	1.03896531020134
TCGA-28-5216-01A	0	0	0	0.0749534273221495	0	0.0583293402089535	0	0.0360160647478427	0	0	0	0.0289181152533349	0.256222836406517	0.105215746450447	0.0849793857025366	0.230302584569017	0	0	0	0.00655126229266054	0.106817155261475	0.011694081785066	0	0.300327778164254	0.964860535504697
TCGA-06-5411-01A	0	0.0192051198664819	0	0.142207070621663	0	0.0343189547215533	0	0.00406338306370039	0	0	0.00492024181134082	0	0.255469727399097	0.0480225425355306	0.0415133856227744	0.300096913652852	0	0	0	0	0.0968714958019052	0.0533111649031023	0	0.311743503566933	0.960703481474348
TCGA-27-2519-01A	0.0402280147741205	0	0.00778676332938448	0.066641778515085	0	0.168137228669364	0	0	0.00102289606232	0	0.0147380786548865	0	0.19039308061705	0.0565720644840936	0.0792920999430454	0.317628144756096	0	0	0.00460197066483841	0	0.0147103407459914	0.0382475387837242	0	0.402593898740228	0.915253278463557
TCGA-28-5213-01A	0	0.0193639252449617	0.00363776415580548	0.0837018555754761	0	0.155830684141538	0.04456648516141	0	0	0	0.0378143407274713	0	0.149985541967719	0.0628868552168504	0.0265078966223281	0.240223721876954	0	0.00067752043088074	0	0.0273022111220519	0.0393152275710329	0.108185970185521	0	0.438668621490031	0.897987808276746
TCGA-28-5209-01A	0	0.0067610885453458	0	0	0	0.206738614728615	0	0.000995821598268389	0.00190303005070194	0	0.0146775089692768	0.0291364156059353	0.0697168816888064	0.151630914606297	0.0706233406635747	0.406137813428277	0	0	0.0209505830490723	0	0	0.0207279870658283	0	0.263936233097906	0.98595380817361
TCGA-76-4926-01B	0	0.0791706119058742	0	0	0	0.182952257199476	0	0.0122844252365812	0	0	0.0107808275613988	0	0.258652852271838	0.0305951135175966	0.0570704897454861	0.274858900286502	0	0	0.0348269054590159	0	0.0497209793230129	0.00908663749321795	0	0.237148236656374	0.987965055658377
TCGA-06-0219-01A	0	0.0236541606124375	0	0.0254404665090656	0	0.104921349731681	0	0.0059352624359734	0	0.00136847969784538	0	0.0338001919007104	0.204387412655185	0.0768177113003503	0.0751154470985627	0.29951060372039	0	0	0	0.0295743379534174	0.0710778575642311	0.0483967188201502	0	0.39247233867797	0.920911675199321
TCGA-02-2486-01A	0.0571079890245107	0	0.00200016776318266	0.119751414876763	0	0.108088219279677	0.0044945493639325	0.0353330140784963	0.003480453377467	0.00809614020864484	0	0	0.16841767584263	0.072053489245293	0.080012661187467	0.223407969929402	0	0	0.015886633179936	0	0.057762333285053	0.0441072893575438	0	0.395466449100516	0.91784480956519
TCGA-06-0190-02A	0	0.0117020101561372	0.00395697189225787	0.0670030496637706	0	0.17789654026161	0.000392125931701013	0	0	0	0	0.0293823248979875	0.026687640532402	0.0931764141933221	0.0436177389107341	0.355075011479746	0	0.00374949542979984	0.0985456709323498	0	0	0.0888150057181822	0	0.460331920706694	0.887560455296022
TCGA-06-0750-01A	0	0	0.0018979689856196	0.0470043683700053	0	0.155652164157085	0	0.00829783992079393	0	0	0.0344925479301618	0.0112107991340109	0.18723085033647	0.063291336983909	0.0972264357282836	0.266909055636051	0	0	0	0.0382892424464901	0.0104207608146375	0.0780766295564831	0	0.390743855546301	0.921469992728098
TCGA-15-1444-01A	0	0	0	0	0	0.149644292132794	0	0.0290595144176897	0	0	0	0.0241440065440192	0.220618469972558	0	0.0456037710471311	0.335473689121453	0	0	0	0.0494564946182579	0.10350969123566	0.0424900709104379	0	0.326387201371319	0.952220001143142
TCGA-27-1832-01A	0	0.0401520425370214	0	0.0208877979127424	0	0.178574039762626	0	0	0	0	0.00256476736043479	0.0100147029692225	0.314035038762107	0	0.0678435272591055	0.287562289764481	0	0	0.055752053820905	0	0	0.0226137398513546	0	0.347143908631647	0.9421585327092
TCGA-19-0957-02A	0.036582462436004	0	0.000591046536201632	0.0754162719798171	0	0.115828815317335	0	0	0	0	0	0.0312193334135961	0.22029349455306	0.053312160399998	0.0636343450091805	0.377615707589462	0	0	0	0.00402030639481587	0	0.021486056370529	0	0.300843212137779	0.965671764076101
TCGA-06-0174-01A	0.0435381814759337	0	0	0	0	0.0576490558934527	0	0.00599919659725414	0.00799113199141403	0	0	0.0123721136733997	0.101462885308589	0.22259414509018	0.020378607376518	0.395139839732955	0	0	0.0315182943440625	0	0	0.101356548516241	0	0.304082063847114	0.977666012285818
TCGA-12-0616-01A	0.0431946736644195	0	0.00848388063045316	0.204960645105306	0	0.10365760778635	0	0.0598185651099284	0	0	0	0.0218350426498365	0.152256650752466	0.00376538720606425	0.0698825717718723	0.232813598052745	0	0.00596558205974484	0.0275269657683755	0	0.04864613620222	0.0171926932402193	0	0.291926562759927	0.963151433822638
TCGA-27-1834-01A	0.0190140796596374	0.00280715167119858	0	0.0161630029440533	0	0.215601258352249	0	0.0217520709693694	0	0	0	0.0473229209554836	0.195260905732775	0	0.0724979609175222	0.360245115585224	0	0.0116073536262248	0.0208728374489059	0	0.0155739661554798	0.00128137598187805	0	0.336437421826192	0.945854974095115
TCGA-32-1970-01A	0.00739083645344554	0	0	0	0	0.163177946643471	0	0.069267807611658	0	0	0	0.0439750080162324	0.146975327255512	0	0.0782305422488137	0.374233639683688	0	0	0.0673000790241491	0	0.0189793856184591	0.0304694274445717	0	0.190422715383536	1.00861047830776
TCGA-14-0736-02A	0	0.0514049017347152	0.129517095319919	0.0277724354636254	0	0.253041401947746	0	0.00958950813122817	0	0.00824356336986878	0	0.0246743097397584	0.0855778323728247	0	0.0726366326470589	0.300126567533398	0	0	0.0139529911715313	0	0	0.0234627605683268	0	0.413249426810511	0.909870937749939
TCGA-28-5215-01A	0.0364183484310682	0	0.00154187415726103	0.0710846156852089	0	0.106429188763199	0	0.0115841716767127	0	0	0.0244311109694123	0.00961483754781913	0.237619341836625	0.0480332739964556	0.0602756294554396	0.301485395358391	0	0	0	0.0456359957580053	0.0215458660325673	0.0243003503318344	0	0.357157318214431	0.936582767153293
TCGA-06-0132-01A	0.036171341954204	0	0	0.0976679206489422	0	0.138693310609253	0	0.0139040884464289	0	0	0.0209324953820469	0.00873324062035267	0.157185753972441	0.0825231372161578	0.0565139295671629	0.301827809002275	0	0	0	0.0258990977302391	0.0259213176645216	0.0340265571859742	0	0.437276696655773	0.898652834509069
TCGA-06-5408-01A	0	0.0798750888994109	0	0	0	0.177539253655288	0	0.000442634674582697	0	0	0.0430333550694191	0.0156926367546849	0.146864766299723	0	0.0202151273414681	0.410931116026419	0	0.0336628323024936	0	0	0	0.07174318897651	0	0.209853057336742	1.00368643610073
TCGA-28-5208-01A	0.0383186270904965	0	0	0.0607673605183134	0	0.127699103579734	0	0.0377024230562537	0	0	0	0.0461299888354777	0.262645589360193	0.0149190533452261	0.05373967099138	0.270305237304089	0	0.00038677608153906	0.0302968837506111	0	0.0487048680802075	0.00838441800647885	0	0.297909695690302	0.961875667975687
TCGA-06-0211-01B	0.0124795116643744	0	0	0	0	0.103004992953284	0	0.01936443362757	0	0	0.0259386052172406	0.051230857809664	0.16648687570422	0.142407396707712	0.0561286135225137	0.338470634507639	0	0	0.0447064608066621	0	0	0.0397816174791203	0	0.299182605718647	0.966902248626588
TCGA-28-2509-01A	0	0.00615425966259831	0.00434305015869321	0	0	0.115328104187746	0	0.0143704014103893	0	0	0.00689794519777335	0.0546405271808564	0.151688343915712	0.0136121570487484	0	0.389415175246883	0	0.000841165318599412	0.193189475431399	0	0.0189289899396076	0.0305904053009938	0	0.258778129075976	0.981758558251965
TCGA-19-5960-01A	0.00187946452113813	0	0.0048792316570317	0.0277575172774389	0	0.175322054542748	0	0.106759555422864	0	0.00716566157478243	0	0.0353919050826728	0.138477085345635	0	0.0727246406107158	0.366734719707701	0	0	0	0.0269856813734826	0.0359224828837894	0	0.12	0.124599593630633	1.03764434225993
TCGA-41-5651-01A	0.0110894552802167	0.0260005846582818	0	0.0745897805386674	0	0.0758477495030606	0	0.0560009705222881	0	0	0.056756710361912	0	0.0504972425708687	0.136157271677539	0.0693614408883979	0.377990539292683	0	0	0	0.0202193978838394	0	0.0454888568222448	0.01	0.175620047332127	1.02204664939301
TCGA-27-2521-01A	0.00929533522056641	0	0	0	0	0.11245602077238	0	0	0.0151678765358217	0	0.00534193064743601	0.00364986203829106	0.185708468808945	0.0347141418594083	0.0244160611132469	0.459305419526216	0.00508569345658152	0	0.110913801406885	0	0	0.0339453886142223	0	0.23883216124004	0.997632482502673
TCGA-28-2513-01A	0.00673411631119194	0.0360674392021242	0	0	0	0.195321754180046	0.0156638028449588	0	0	0	0	0.0473345703529666	0.110377168468366	0.0518031096657401	0.122661490139452	0.293334427291416	0	0	0.0784701612621401	0	0	0.0422319602815977	0	0.403635024729194	0.914297295106691
TCGA-06-0743-01A	0.0355242653164875	0	0	0.133641755782573	0	0.0779811048187953	0	0.0422921942089275	0	0	0.00560822063677035	0.0317367649931505	0.210850998541451	0.0427826394230867	0.0716024670457346	0.307897352064213	0	0	0.0195406046289964	0	0.00477376234215143	0.0157678701976623	0	0.313661563958283	0.955843218537776
TCGA-76-4932-01A	0	0.0169861309093025	0	0.00866462797494321	0	0.131364822854096	0	0	0	0	0.0498793974581641	0	0.278721460471495	0	0.0350936377396933	0.387524882586529	0	0.0316077291950492	0	0	0.041252646875912	0.0189046639348156	0	0.228963419406996	1.00062507025995
TCGA-08-0386-01A	0.0540430323158078	0	0	0	0	0.0977929886733356	0	0.0694389258469534	0	0	0.0411712311199123	0	0.204755015531297	0.00119209379157215	0	0.38984145134285	0	0.0148789010428318	0.0110935733127054	0.0189691467223332	0.0320468731062162	0.0647767671941857	0	0.180535281097799	1.01809708040395
TCGA-06-0749-01A	0	0.0195835500399294	0	0.0179043784446283	0	0.0869767326511505	0	0.0607028357087571	0	0	0	0.0303475280021552	0.181694158737516	0.146082201665917	0.0396779325468899	0.311290683519271	0	0	0	0	0.100164161721796	0.00557583696199017	0	0.351573148961643	0.941069446171241
TCGA-27-1831-01A	0	0.0068341615215553	0.00146101735373159	0.128275342077872	0	0.06766970316708	0	0.0210430926755654	0	0.074928294152915	0	0.0331738023096566	0.175699769629165	0	0.0642279347508123	0.296782738191314	0	0	0	0.000142602009449387	0.11930798402264	0.0104535581382433	0	0.347453920921206	0.940868147798768
TCGA-06-0139-01A	0.0128434098602087	0.000143236233801845	0.00138698125179678	0.00129587501760384	0	0.0539406104917294	0	0.0309061589288265	0	0.0707788519158078	0	0.0385977274314399	0.0334654237820813	0.187969425715311	0.0556870975913908	0.379988787578946	0	0	0	0.00778799829759709	0.0133787371266277	0.111829678776831	0	0.574930575396647	0.820650967235004
TCGA-19-1389-02A	0	0.00126955143584238	0	0.0192650035558608	0	0.134399662134952	0	0.00369317885339073	0	0	0.0111704096725032	0	0.19498978155236	0.123849037935073	0.0631483845097544	0.338645772785217	0	0.00422850620060228	0	0.029866504024283	0.000939792837998504	0.074534414502162	0	0.384987956336396	0.927332275663156
